13.670,1.250,1.920,18.000,94.000,2.100,1.790,0.320,0.730,3.800,1.230,2.460,630.000
12.430,1.530,2.290,21.500,86.000,2.740,3.150,0.390,1.770,3.940,0.690,2.840,352.000
13.290,1.970,2.680,16.800,102.000,3.000,3.230,0.310,1.660,6.000,1.070,2.840,1270.000
14.200,1.760,2.450,15.200,112.000,3.270,3.390,0.340,1.970,6.750,1.050,2.850,1450.000
13.730,4.360,2.260,22.500,88.000,1.280,0.470,0.520,1.150,6.620,0.780,1.750,520.000
13.160,2.360,2.670,18.600,101.000,2.800,3.240,0.300,2.810,5.680,1.030,3.170,1185.000
11.810,2.120,2.740,21.500,134.000,1.600,0.990,0.140,1.560,2.500,0.950,2.260,625.000
12.170,1.450,2.530,19.000,104.000,1.890,1.750,0.450,1.030,2.950,1.450,2.230,355.000
11.840,2.890,2.230,18.000,112.000,1.720,1.320,0.430,0.950,2.650,0.960,2.520,500.000
11.820,1.720,1.880,19.500,86.000,2.500,1.640,0.370,1.420,2.060,0.940,2.440,415.000
13.300,1.720,2.140,17.000,94.000,2.400,2.190,0.270,1.350,3.950,1.020,2.770,1285.000
14.120,1.480,2.320,16.800,95.000,2.200,2.430,0.260,1.570,5.000,1.170,2.820,1280.000
12.370,1.130,2.160,19.000,87.000,3.500,3.100,0.190,1.870,4.450,1.220,2.870,420.000
13.560,1.710,2.310,16.200,117.000,3.150,3.290,0.340,2.340,6.130,0.950,3.380,795.000
12.000,0.920,2.000,19.000,86.000,2.420,2.260,0.300,1.430,2.500,1.380,3.120,278.000
13.480,1.670,2.640,22.500,89.000,2.600,1.100,0.520,2.290,11.750,0.570,1.780,620.000
13.730,1.500,2.700,22.500,101.000,3.000,3.250,0.290,2.380,5.700,1.190,2.710,1285.000
12.000,3.430,2.000,19.000,87.000,2.000,1.640,0.370,1.870,1.280,0.930,3.050,564.000
14.380,3.590,2.280,16.000,102.000,3.250,3.170,0.270,2.190,4.900,1.040,3.440,1065.000
13.050,5.800,2.130,21.500,86.000,2.620,2.650,0.300,2.010,2.600,0.730,3.100,380.000
13.580,1.660,2.360,19.100,106.000,2.860,3.190,0.220,1.950,6.900,1.090,2.880,1515.000
11.840,0.890,2.580,18.000,94.000,2.200,2.210,0.220,2.350,3.050,0.790,3.080,520.000
13.050,1.730,2.040,12.400,92.000,2.720,3.270,0.170,2.910,7.200,1.120,2.910,1150.000
12.640,1.360,2.020,16.800,100.000,2.020,1.410,0.530,0.620,5.750,0.980,1.590,450.000
12.670,0.980,2.240,18.000,99.000,2.200,1.940,0.300,1.460,2.620,1.230,3.160,450.000
13.270,4.280,2.260,20.000,120.000,1.590,0.690,0.430,1.350,10.200,0.590,1.560,835.000
13.750,1.730,2.410,16.000,89.000,2.600,2.760,0.290,1.810,5.600,1.150,2.900,1320.000
12.290,1.410,1.980,16.000,85.000,2.550,2.500,0.290,1.770,2.900,1.230,2.740,428.000
12.080,2.080,1.700,17.500,97.000,2.230,2.170,0.260,1.400,3.300,1.270,2.960,710.000
13.690,3.260,2.540,20.000,107.000,1.830,0.560,0.500,0.800,5.880,0.960,1.820,680.000
12.290,1.610,2.210,20.400,103.000,1.100,1.020,0.370,1.460,3.050,0.906,1.820,870.000
12.690,1.530,2.260,20.700,80.000,1.380,1.460,0.580,1.620,3.050,0.960,2.060,495.000
13.720,1.430,2.500,16.700,108.000,3.400,3.670,0.190,2.040,6.800,0.890,2.870,1285.000
13.940,1.730,2.270,17.400,108.000,2.880,3.540,0.320,2.080,8.900,1.120,3.100,1260.000
12.370,0.940,1.360,10.600,88.000,1.980,0.570,0.280,0.420,1.950,1.050,1.820,520.000
11.640,2.060,2.460,21.600,84.000,1.950,1.690,0.480,1.350,2.800,1.000,2.750,680.000
12.220,1.290,1.940,19.000,92.000,2.360,2.040,0.390,2.080,2.700,0.860,3.020,312.000
12.330,1.100,2.280,16.000,101.000,2.050,1.090,0.630,0.410,3.270,1.250,1.670,680.000
14.340,1.680,2.700,25.000,98.000,2.800,1.310,0.530,2.700,13.000,0.570,1.960,660.000
13.490,3.590,2.190,19.500,88.000,1.620,0.480,0.580,0.880,5.700,0.810,1.820,580.000
13.200,1.780,2.140,11.200,100.000,2.650,2.760,0.260,1.280,4.380,1.050,3.400,1050.000
13.070,1.500,2.100,15.500,98.000,2.400,2.640,0.280,1.370,3.700,1.180,2.690,1020.000
12.470,1.520,2.200,19.000,162.000,2.500,2.270,0.320,3.280,2.600,1.160,2.630,937.000
13.360,2.560,2.350,20.000,89.000,1.400,0.500,0.370,0.640,5.600,0.700,2.470,780.000
13.450,3.700,2.600,23.000,111.000,1.700,0.920,0.430,1.460,10.680,0.850,1.560,695.000
12.210,1.190,1.750,16.800,151.000,1.850,1.280,0.140,2.500,2.850,1.280,3.070,718.000
12.420,2.550,2.270,22.000,90.000,1.680,1.840,0.660,1.420,2.700,0.860,3.300,315.000
13.820,1.750,2.420,14.000,111.000,3.880,3.740,0.320,1.870,7.050,1.010,3.260,1190.000
12.340,2.450,2.460,21.000,98.000,2.560,2.110,0.340,1.310,2.800,0.800,3.380,438.000
14.380,1.870,2.380,12.000,102.000,3.300,3.640,0.290,2.960,7.500,1.200,3.000,1547.000
13.710,5.650,2.450,20.500,95.000,1.680,0.610,0.520,1.060,7.700,0.640,1.740,740.000
11.450,2.400,2.420,20.000,96.000,2.900,2.790,0.320,1.830,3.250,0.800,3.390,625.000
12.250,1.730,2.120,19.000,80.000,1.650,2.030,0.370,1.630,3.400,1.000,3.170,510.000
14.190,1.590,2.480,16.500,108.000,3.300,3.930,0.320,1.860,8.700,1.230,2.820,1680.000
13.050,2.050,3.220,25.000,124.000,2.630,2.680,0.470,1.920,3.580,1.130,3.200,830.000
12.000,1.510,2.420,22.000,86.000,1.450,1.250,0.500,1.630,3.600,1.050,2.650,450.000
13.400,4.600,2.860,25.000,112.000,1.980,0.960,0.270,1.110,8.500,0.670,1.920,630.000
12.250,4.720,2.540,21.000,89.000,1.380,0.470,0.530,0.800,3.850,0.750,1.270,720.000
12.330,0.990,1.950,14.800,136.000,1.900,1.850,0.350,2.760,3.400,1.060,2.310,750.000
12.510,1.240,2.250,17.500,85.000,2.000,0.580,0.600,1.250,5.450,0.750,1.510,650.000
12.290,3.170,2.210,18.000,88.000,2.850,2.990,0.450,2.810,2.300,1.420,2.830,406.000
11.610,1.350,2.700,20.000,94.000,2.740,2.920,0.290,2.490,2.650,0.960,3.260,680.000
12.700,3.550,2.360,21.500,106.000,1.700,1.200,0.170,0.840,5.000,0.780,1.290,600.000
12.580,1.290,2.100,20.000,103.000,1.480,0.580,0.530,1.400,7.600,0.580,1.550,640.000
13.770,1.900,2.680,17.100,115.000,3.000,2.790,0.390,1.680,6.300,1.130,2.930,1375.000
13.410,3.840,2.120,18.800,90.000,2.450,2.680,0.270,1.480,4.280,0.910,3.000,1035.000
12.720,1.750,2.280,22.500,84.000,1.380,1.760,0.480,1.630,3.300,0.880,2.420,488.000
13.050,3.860,2.320,22.500,85.000,1.650,1.590,0.610,1.620,4.800,0.840,2.010,515.000
14.390,1.870,2.450,14.600,96.000,2.500,2.520,0.300,1.980,5.250,1.020,3.580,1290.000
13.870,1.900,2.800,19.400,107.000,2.950,2.970,0.370,1.760,4.500,1.250,3.400,915.000
12.510,1.730,1.980,20.500,85.000,2.200,1.920,0.320,1.480,2.940,1.040,3.570,672.000
11.410,0.740,2.500,21.000,88.000,2.480,2.010,0.420,1.440,3.080,1.100,2.310,434.000
13.500,1.810,2.610,20.000,96.000,2.530,2.610,0.280,1.660,3.520,1.120,3.820,845.000
13.640,3.100,2.560,15.200,116.000,2.700,3.030,0.170,1.660,5.100,0.960,3.360,845.000
12.200,3.030,2.320,19.000,96.000,1.250,0.490,0.400,0.730,5.500,0.660,1.830,510.000
11.820,1.470,1.990,20.800,86.000,1.980,1.600,0.300,1.530,1.950,0.950,3.330,495.000
13.480,1.810,2.410,20.500,100.000,2.700,2.980,0.260,1.860,5.100,1.040,3.470,920.000
14.220,1.700,2.300,16.300,118.000,3.200,3.000,0.260,2.030,6.380,0.940,3.310,970.000
12.770,2.390,2.280,19.500,86.000,1.390,0.510,0.480,0.640,9.900,0.570,1.630,470.000
12.860,1.350,2.320,18.000,122.000,1.510,1.250,0.210,0.940,4.100,0.760,1.290,630.000
14.130,4.100,2.740,24.500,96.000,2.050,0.760,0.560,1.350,9.200,0.610,1.600,560.000
13.340,0.940,2.360,17.000,110.000,2.530,1.300,0.550,0.420,3.170,1.020,1.930,750.000
13.880,1.890,2.590,15.000,101.000,3.250,3.560,0.170,1.700,5.430,0.880,3.560,1095.000
13.680,1.830,2.360,17.200,104.000,2.420,2.690,0.420,1.970,3.840,1.230,2.870,990.000
12.930,3.800,2.650,18.600,102.000,2.410,2.410,0.250,1.980,4.500,1.030,3.520,770.000
13.390,1.770,2.620,16.100,93.000,2.850,2.940,0.340,1.450,4.800,0.920,3.220,1195.000
14.830,1.640,2.170,14.000,97.000,2.800,2.980,0.290,1.980,5.200,1.080,2.850,1045.000
14.300,1.920,2.720,20.000,120.000,2.800,3.140,0.330,1.970,6.200,1.070,2.650,1280.000
12.990,1.670,2.600,30.000,139.000,3.300,2.890,0.210,1.960,3.350,1.310,3.500,985.000
13.490,1.660,2.240,24.000,87.000,1.880,1.840,0.270,1.030,3.740,0.980,2.780,472.000
12.040,4.300,2.380,22.000,80.000,2.100,1.750,0.420,1.350,2.600,0.790,2.570,580.000
12.370,1.630,2.300,24.500,88.000,2.220,2.450,0.400,1.900,2.120,0.890,2.780,342.000
12.720,1.810,2.200,18.800,86.000,2.200,2.530,0.260,1.770,3.900,1.160,3.140,714.000
13.780,2.760,2.300,22.000,90.000,1.350,0.680,0.410,1.030,9.580,0.700,1.680,615.000
14.370,1.950,2.500,16.800,113.000,3.850,3.490,0.240,2.180,7.800,0.860,3.450,1480.000
13.230,3.300,2.280,18.500,98.000,1.800,0.830,0.610,1.870,10.520,0.560,1.510,675.000
11.660,1.880,1.920,16.000,97.000,1.610,1.570,0.340,1.150,3.800,1.230,2.140,428.000
14.220,3.990,2.510,13.200,128.000,3.000,3.040,0.200,2.080,5.100,0.890,3.530,760.000
12.600,1.340,1.900,18.500,88.000,1.450,1.360,0.290,1.350,2.450,1.040,2.770,562.000
12.600,2.460,2.200,18.500,94.000,1.620,0.660,0.630,0.940,7.100,0.730,1.580,695.000
14.230,1.710,2.430,15.600,127.000,2.800,3.060,0.280,2.290,5.640,1.040,3.920,1065.000
11.870,4.310,2.390,21.000,82.000,2.860,3.030,0.210,2.910,2.800,0.750,3.640,380.000
12.700,3.870,2.400,23.000,101.000,2.830,2.550,0.430,1.950,2.570,1.190,3.130,463.000
11.650,1.670,2.620,26.000,88.000,1.920,1.610,0.400,1.340,2.600,1.360,3.210,562.000
12.370,1.170,1.920,19.600,78.000,2.110,2.000,0.270,1.040,4.680,1.120,3.480,510.000
11.560,2.050,3.230,28.500,119.000,3.180,5.080,0.470,1.870,6.000,0.930,3.690,465.000
12.810,2.310,2.400,24.000,98.000,1.150,1.090,0.270,0.830,5.700,0.660,1.360,560.000
12.080,1.390,2.500,22.500,84.000,2.560,2.290,0.430,1.040,2.900,0.930,3.190,385.000
13.900,1.680,2.120,16.000,101.000,3.100,3.390,0.210,2.140,6.100,0.910,3.330,985.000
13.280,1.640,2.840,15.500,110.000,2.600,2.680,0.340,1.360,4.600,1.090,2.780,880.000
13.170,5.190,2.320,22.000,93.000,1.740,0.630,0.610,1.550,7.900,0.600,1.480,725.000
13.080,3.900,2.360,21.500,113.000,1.410,1.390,0.340,1.140,9.400,0.570,1.330,550.000
13.580,2.580,2.690,24.500,105.000,1.550,0.840,0.390,1.540,8.660,0.740,1.800,750.000
13.240,3.980,2.290,17.500,103.000,2.640,2.630,0.320,1.660,4.360,0.820,3.000,680.000
13.830,1.570,2.620,20.000,115.000,2.950,3.400,0.400,1.720,6.600,1.130,2.570,1130.000
